node1,node2,combined_score
NOTCH4,NOTCH3,0.913
GSTA2,ADH1B,0.913
SLC2A2,LEP,0.913
IL8,KDR,0.913
CCL7,CCL2,0.913
IFNB1,SOCS1,0.913
TLR4,HMOX1,0.913
CD3D,IFNG,0.913
SERPINC1,IL6,0.913
EDNRB,AGTR1,0.913
TLR4,MMP9,0.913
FPR2,CCL5,0.913
CD247,PRF1,0.913
SMAD3,IL5,0.913
F2R,F2RL3,0.913
NOS3,TP53,0.913
CYP1A1,MED1,0.913
FOS,KNG1,0.913
GPC3,APOA1,0.913
VEGFA,IGF1R,0.913
BCL2,CSF2,0.913
VEGFA,HMOX1,0.913
MTOR,CYCS,0.913
PRKCA,RET,0.913
BMP7,CTGF,0.913
VEGFA,ESR1,0.913
KNG1,IL6,0.913
AVP,GNAS,0.913
TF,INS,0.913
MMP9,HMOX1,0.912
FGA,APCS,0.912
PLG,F2RL1,0.912
MTOR,CTNNB1,0.912
CEBPA,MAPK14,0.912
HRAS,EFNB2,0.912
PIK3CA,IL1B,0.912
HES1,CDKN1B,0.912
CCL7,CCL5,0.912
CCL7,CCL3,0.912
PPARG,SERPINE1,0.912
IL2RA,CD247,0.912
IL10,NOD2,0.912
GSTA1,ADH4,0.912
NCF4,MMP9,0.912
CCR2,POMC,0.912
CD44,ACTB,0.912
ADIPOQ,VCAM1,0.912
CXCL1,TYK2,0.912
MAPK8,ICAM1,0.912
MMP14,CDH1,0.912
IFNB1,ARID1A,0.912
AGT,CFTR,0.912
MMP9,SNAI2,0.912
MED1,PLIN2,0.912
EGR1,CCND1,0.912
CCR1,ICAM1,0.912
E2F1,HIC1,0.912
TNF,IRS1,0.912
FOS,CD3D,0.912
PRKCE,KEAP1,0.912
A2M,IGF1,0.912
IL2RA,MYC,0.912
STK11,IRS1,0.912
MMP1,TP53,0.912
MTOR,IL6,0.912
TLR4,INS,0.912
F2,EGFR,0.912
BCL2L1,KIT,0.912
RORC,PPARA,0.912
VEGFA,MMP14,0.912
PRDM1,IL21,0.912
LEP,FGF21,0.912
KIT,IL4,0.912
PDX1,PRKDC,0.912
RELA,PRKCB,0.912
CXCL12,NOS3,0.912
CXCL12,TP53,0.912
KIT,IL2,0.912
EDN1,F2RL1,0.912
CD44,HLA-C,0.912
FOS,FOSL2,0.912
PPARD,ESR1,0.912
AR,CDKN1A,0.912
POMC,STAT3,0.912
IL10,CD80,0.912
JUN,CD3D,0.912
IRS2,IL2,0.912
CTGF,FGF2,0.912
PPARG,TNFRSF1A,0.912
IFNB1,SMAD3,0.912
RELA,PIK3CA,0.912
PIK3CA,IFNG,0.912
SRC,OCLN,0.912
CCR5,SST,0.912
REN,SERPINE1,0.912
HNF4A,RARA,0.912
PRKCD,IFNG,0.912
CXCL12,GNAS,0.912
NR5A2,ABCB11,0.912
KRT19,MAPK14,0.912
VEGFA,CTNNB1,0.912
PPARG,HMOX1,0.912
TGFBR2,GPC1,0.912
MAPK8,HMOX1,0.912
CD44,IRF5,0.912
TGFBR2,AXIN1,0.912
BCL2L11,NDRG1,0.912
CTGF,AKT1,0.912
IL6,MAPK14,0.912
INS,EGR1,0.912
CCL20,POMC,0.912
IGF2,A2M,0.912
ERAP2,HLA-C,0.912
GPC3,APOE,0.912
CCR5,CXCR5,0.912
ACOX1,APOA1,0.912
CTNNB1,STAT3,0.912
IRF5,EGR1,0.912
NR1I2,CYP2A6,0.912
SNCA,APCS,0.912
MCL1,IL6,0.912
PRKCB,BRAF,0.912
CTSD,CD74,0.912
VEGFA,FGF7,0.912
IRF5,VCAM1,0.912
CXCR2,POMC,0.912
AR,SULT2A1,0.912
IGF1,ERBB2,0.912
LDLR,INS,0.912
MYC,CCL5,0.912
IGF1,NOS3,0.912
JUN,ARID1A,0.912
CEBPD,KLF5,0.912
IL13,IL18R1,0.912
SSTR1,KNG1,0.912
CXCR1,KNG1,0.912
STK11,LEP,0.912
CXCL12,POMC,0.912
IGF2,VEGFB,0.912
AVP,ADORA2A,0.912
GSTP1,TIMP3,0.912
IL12RB1,CXCL1,0.912
PARP1,ILK,0.912
NLRC4,TP53,0.912
IGF1,STAT3,0.912
GSTA1,GGT1,0.912
NOS2,IL18R1,0.912
INS,CDKN1A,0.912
IL21,IL2,0.912
ARNT,NOS2,0.912
CCR5,POMC,0.912
CD247,FOS,0.912
FGF13,KIT,0.911
EDNRB,F2R,0.911
CCR1,CXCR5,0.911
CXCL1,IL8,0.911
IKZF3,IL2,0.911
JUN,CD247,0.911
EDN1,F2RL3,0.911
F2R,F2RL1,0.911
RORC,RARA,0.911
RORC,ESR1,0.911
F5,IGF1,0.911
ABL1,E2F1,0.911
CCR2,CXCR5,0.911
LTA,TNFRSF14,0.911
BCAR1,PDGFB,0.911
ADRA1A,AGT,0.911
GABRG2,GABRB1,0.911
NR1H2,SIRT1,0.911
TSPO,GAPDH,0.911
IL13,IL18RAP,0.911
FGF19,EGFR,0.911
TRIO,GNA12,0.911
CCR2,KNG1,0.911
MTHFR,F5,0.911
NFE2L2,RARA,0.911
IL23R,NFKB1,0.911
FN1,KNG1,0.911
CD3D,CD80,0.911
APCS,APOA1,0.911
POMC,ADCY3,0.911
EDNRB,CHRM3,0.911
CXCR1,CCL2,0.911
MAPK8,JDP2,0.911
ASMT,CYP1A2,0.911
NCF4,MMP2,0.911
PRKAA1,LEPR,0.911
STAT4,IL27,0.911
MLN,EDN1,0.911
CYP19A1,ESR1,0.911
AKAP13,ARHGAP31,0.911
PDGFB,A2M,0.911
WT1,IGF1R,0.911
SREBF2,CEBPB,0.911
IL23R,IL1B,0.911
XPA,APEX1,0.911
IL2RA,SOCS1,0.911
AR,RARA,0.911
KSR1,LSP1,0.911
MUC2,RELA,0.911
SREBF2,PARK7,0.911
ADRA1A,AGTR1,0.911
GNAS,GNG8,0.911
CNR1,CCR5,0.911
F2R,ANXA1,0.911
A2M,MMP1,0.911
ATF3,GDF15,0.911
INHBE,INHBA,0.911
GDNF,IRS1,0.911
ARNT,PKM,0.911
TNF,TGFB1,0.911
ACLY,NME1,0.911
CXCL1,FPR2,0.911
MMP14,LAMB1,0.911
AKT1,THBS1,0.911
KNG1,SPARC,0.911
PRKCE,ICAM1,0.91
BCL2,IL4,0.91
GABRG3,GABRB1,0.91
PCK1,INS,0.91
NOS1,PRKCB,0.91
PLG,GAPDH,0.91
PPAP2B,LPL,0.91
TXN,TNFRSF1A,0.91
E2F1,NOTCH1,0.91
PDGFB,EGFR,0.91
CXCR1,CXCR5,0.91
STAT6,COL1A1,0.91
SREBF1,PCK1,0.91
ALOX15,CYP2C9,0.91
ACTB,TP53,0.91
MUC2,MUC19,0.91
WWOX,ERBB2,0.91
IL11,CSF3,0.91
JAK2,TYK2,0.91
FASLG,HSPB1,0.91
JUN,APOE,0.91
NR1I2,GSTA1,0.91
CD86,CD3D,0.91
STAT1,CCND1,0.91
TJP2,MYC,0.91
STAT3,IL21,0.91
SOCS3,IFNGR2,0.91
CUL2,NDRG1,0.91
JUN,KNG1,0.91
IL2RA,SOCS3,0.91
AGT,GHSR,0.91
CD44,SLC9A1,0.91
KIT,CDH1,0.91
GPNMB,EPCAM,0.91
MYC,MAPK13,0.91
MED1,ACOX1,0.91
NOS3,STAT3,0.91
RORC,PPARG,0.91
SSTR3,KNG1,0.91
FPR2,KNG1,0.91
IL12B,CCL2,0.91
LEP,ICAM1,0.91
GCG,ADORA2A,0.91
FGFR2,FGF19,0.91
EDN1,ANXA1,0.91
AKT1,TIMP1,0.91
FGF7,KDR,0.91
KLF5,SREBF2,0.91
MC1R,GCG,0.91
MMP14,MMP8,0.91
SPP1,MMP2,0.91
CXCL12,ANXA1,0.91
CHD8,HCFC1,0.91
PTK2,BCL2,0.91
SPP1,F2,0.91
CYCS,TST,0.91
NR5A2,CYP19A1,0.91
ADH7,GSTA2,0.91
ARNT,NDRG1,0.91
MLN,LEP,0.91
VEGFA,PPARG,0.909
IL22,IL23R,0.909
WT1,CDH1,0.909
BCL2L1,HMOX1,0.909
IL12B,NFKBIA,0.909
GSTA2,ADH4,0.909
IGF2,WT1,0.909
EDN1,CHRM3,0.909
SCD,ACACA,0.909
PRKDC,ATM,0.909
GDNF,JUN,0.909
AKT1,BIRC3,0.909
IGF1,KDR,0.909
CXCR2,SST,0.909
VCAM1,HMOX1,0.909
PRNP,GPC1,0.909
MUC2,TP53,0.909
IL1B,MMP13,0.909
PTEN,VMP1,0.909
STAT1,CDKN1A,0.909
PRKACB,F2,0.909
GRK5,AGT,0.909
TLR9,IL8,0.909
PDGFB,SPHK1,0.909
NFKB1,TNFRSF10A,0.909
PPARG,ICAM1,0.909
ILK,SNAI1,0.909
RORC,PPARD,0.909
LEP,IL8,0.909
PTGS1,CYP2E1,0.909
LDLR,VCAM1,0.909
JUN,CTGF,0.909
CYP2C9,ALDH1A2,0.909
IL10,VEGFA,0.909
RELA,PLAU,0.909
STAT4,PRF1,0.909
GCG,F2R,0.909
KDR,IL6,0.909
AGTR1,CHRM3,0.909
SOCS1,GH1,0.909
IL3,RAF1,0.909
CYP7A1,NR1H2,0.909
TERT,SIRT1,0.909
WT1,BCL2,0.909
COL4A1,ALPL,0.909
SOCS3,OSM,0.909
MAPK8,IL8,0.909
MMP9,RAC1,0.909
SREBF2,SMAD3,0.909
PRKDC,CDKN1A,0.909
IRS2,SREBF1,0.909
FGF2,EGR1,0.909
IL13,TGFB1,0.909
JUN,ACOX1,0.909
IL9,IL2,0.909
RAC1,ICAM1,0.909
TP53,DAP,0.909
FPR2,CCR1,0.909
STAT3,EGR1,0.909
F2RL1,F2RL3,0.909
IL3,IL9,0.909
MBTPS1,MAPK14,0.909
REN,IL6,0.909
HIF1A,INS,0.909
CES2,CES3,0.909
CYP2A6,ALDH1A2,0.909
IRS2,GH1,0.909
IL8,MAPK14,0.909
PARP1,AKT1,0.909
PPARG,RARA,0.909
CDKN1A,EGR1,0.909
F2,NFKB1,0.909
CSF2,CSF3,0.909
ICAM1,PPARA,0.909
ALPL,COL4A2,0.909
MTOR,PPARG,0.909
PRKCA,PRKCD,0.909
MED1,APOA1,0.909
ETS1,E2F1,0.909
CNR1,AGT,0.909
HSD17B4,PEX5,0.909
VEGFA,LEP,0.909
WWOX,AKT1,0.909
PRKACB,AKAP13,0.909
FPR2,CCR5,0.909
CAMK2A,HRAS,0.908
AR,RORC,0.908
OPRM1,IL8,0.908
CYP7B1,CYP27A1,0.908
MCL1,ARNT,0.908
PTGS2,IL1B,0.908
KRT8,TP53,0.908
STAT3,HMOX1,0.908
PIK3CA,IL2,0.908
CYP2A6,UMPS,0.908
CCR5,ADCY3,0.908
TNF,BIRC3,0.908
PPARA,RARA,0.908
HIF1A,ID2,0.908
ADM,INS,0.908
CCL5,CCL3,0.908
CCR5,KNG1,0.908
CNR2,AGT,0.908
E2F1,TERT,0.908
AGT,CCR2,0.908
GADD45A,MAPK14,0.908
CYP1A2,ALDH1A2,0.908
ERBB3,CDH1,0.908
ICAM1,EGR1,0.908
CCR6,CCR5,0.908
FPR2,CXCR1,0.908
IL23R,IL6,0.908
RAF1,CDKN1A,0.908
BID,CTSD,0.908
ERBB4,KRAS,0.908
TP53,EPCAM,0.908
APCS,LTF,0.908
ILK,CCND1,0.908
CCL5,KNG1,0.908
BTC,INS,0.908
KLF5,HIF1A,0.908
RGS14,IL8,0.908
SPHK1,PDGFRA,0.908
HSD3B2,NR5A2,0.908
NOTCH1,APC,0.908
TIMP2,THBS1,0.908
ALOX15,CYP2E1,0.908
A2M,SPARC,0.908
RUNX3,TP53,0.908
GSTA2,GGT1,0.908
PTK2,INS,0.908
CYP3A4,HSD17B2,0.908
HSD17B4,LPL,0.908
EDN1,ADCY3,0.908
FOS,ICAM1,0.908
CDH1,NFKB1,0.908
CXCL1,KNG1,0.908
IL13,ICAM1,0.908
ARNT,PLIN2,0.908
AGT,CCR1,0.908
EGFR,NOTCH3,0.908
PRDX2,UROD,0.908
MAPK8,DAXX,0.908
CYP1A2,ALOX15,0.908
ERBB4,HRAS,0.908
F2R,AGTR1,0.908
CCR6,CCR2,0.908
IL1B,PYCARD,0.908
FGFR2,INS,0.908
HLA-C,HLA-DRB1,0.908
FGA,LTF,0.908
MYC,CSF2,0.908
PRKCA,VCAM1,0.908
IL12RB1,GZMB,0.908
CCR4,CXCR1,0.908
IFNB1,IFNA2,0.908
GRK5,F2RL3,0.908
MYC,MMP2,0.908
GSK3B,NRP1,0.908
ARNT,SMAD3,0.907
CNR2,SST,0.907
FN1,VEGFB,0.907
GRK5,EDNRB,0.907
ARNT,IGFBP1,0.907
ADORA2A,NT5E,0.907
CXCL2,IL8,0.907
CYP2A6,CYP2C9,0.907
CSAD,CDO1,0.907
BCAR1,SPP1,0.907
EDN3,F2R,0.907
AKAP13,CHN2,0.907
CCR1,SST,0.907
FLT1,FGF7,0.907
BCAR1,FN1,0.907
OPRM1,CXCR2,0.907
CNR2,CNR1,0.907
RGS14,CXCR2,0.907
BID,ATM,0.907
FGF2,CDKN1B,0.907
RPS6KA3,RPS6KA4,0.907
GDNF,BCAR1,0.907
MC1R,AVP,0.907
CCR6,CCR1,0.907
CXCL12,AGT,0.907
KNG1,CHRM3,0.907
PRKCA,BCAR1,0.907
EGFR,NOTCH2,0.907
AR,PPARD,0.907
CNR1,CCR2,0.907
PPP3CA,CYCS,0.907
JUN,ME1,0.907
PLA2G4A,ENPP2,0.907
TERT,EGF,0.907
CXCR1,CCL3,0.907
HSD17B4,NR1H3,0.907
PTEN,IRS1,0.907
PNPT1,RRM1,0.907
FPR2,CXCR2,0.907
CYP3A4,ALOX15,0.907
SSTR3,SSTR1,0.907
RARA,NR1H2,0.907
HIF1A,PLIN2,0.907
GPC3,MAPK8,0.907
IL2RA,PRF1,0.907
SRC,EGF,0.907
OPRM1,AGT,0.907
DEFA5,DEFA6,0.907
CCR5,TYK2,0.907
ARNT,SMAD4,0.907
TFF3,HIF1A,0.907
TYMS,NT5E,0.907
EGFR,VTN,0.907
SSTR2,PDYN,0.907
SMAD4,PPARD,0.907
PRKCD,ICAM1,0.907
AVP,F2R,0.907
IRF2,HLA-C,0.907
ADORA2A,PTGIR,0.907
FGA,IAPP,0.906
IL12RB2,GZMB,0.906
CXCR2,CXCR5,0.906
CTNNB1,CASP3,0.906
MAP3K3,TNFRSF1A,0.906
CXCL12,CFTR,0.906
PRKCA,HBEGF,0.906
SSTR1,PDYN,0.906
HSPB1,PSMA4,0.906
PRKCD,VCAM1,0.906
F2R,LTB4R,0.906
CNR2,CCR1,0.906
CCR4,CXCR2,0.906
FECH,HIF1A,0.906
ALDOB,ENO1,0.906
CXCL12,SSTR2,0.906
CNR2,IL8,0.906
FGFR2,PIK3CA,0.906
CYP2A6,CYP2E1,0.906
IL12B,GZMB,0.906
CXCL1,CCR6,0.906
HPGDS,GSTT1,0.906
JUN,JUND,0.906
PPARD,RARA,0.906
STK11,CTSD,0.906
CCL20,CCR4,0.906
PTHLH,ADM,0.906
GPC1,APOB,0.906
PRKCA,KEAP1,0.906
IL24,TYK2,0.906
SDHB,HSPA5,0.906
CNR2,PDYN,0.906
IL12A,CCL3,0.906
ALAD,FECH,0.906
EGFR,SNAI2,0.906
PTGIR,POMC,0.906
WT1,AKT1,0.906
SOD1,PLEK,0.906
IL12RB1,NFKBIA,0.906
KNG1,GHSR,0.906
SOD1,FOXA1,0.906
GCG,PTGIR,0.906
ARNT,TERT,0.906
SOCS3,IL23R,0.906
JUP,APC,0.906
E2F1,SERPINE1,0.906
PRKCE,IL2,0.906
SSTR2,SSTR1,0.906
RUNX3,SMAD2,0.906
CCR5,IL18RAP,0.906
HSD17B4,JUN,0.906
A2M,IL1B,0.906
AVP,ANXA1,0.906
CXCL2,FPR2,0.906
EDNRB,ANXA1,0.906
MMP9,FGF7,0.906
NOS2,NR0B2,0.906
CCK,F2RL1,0.906
CCR2,ADCY3,0.906
EDN1,CCR5,0.906
PDGFB,KIT,0.906
FPR2,CCR2,0.906
PIK3CA,CHRM3,0.906
PARP1,SMAD3,0.906
CYR61,EGR1,0.906
CCR5,IL18R1,0.906
RAC1,FCGR2A,0.906
FGFR2,FGF21,0.906
PRKCE,VCAM1,0.906
RORC,HNF4A,0.905
CEBPD,MED1,0.905
LTB4R,GPR65,0.905
IL12RB1,SOCS1,0.905
CXCL2,ANXA1,0.905
FN1,IRS1,0.905
IL8,ADCY3,0.905
SPHK1,PRKCB,0.905
IL12A,IL6,0.905
IL12B,MPO,0.905
RELA,ME1,0.905
MMP1,PRSS1,0.905
CNR1,ANXA1,0.905
AGT,F2RL1,0.905
PARP1,SMAD4,0.905
MMP9,MMP2,0.905
SSTR1,ADCY3,0.905
MCL1,ERBB2,0.905
RELA,PRKACB,0.905
FASLG,RIPK2,0.905
GNAS,ADM,0.905
RUNX3,EGR1,0.905
PSMB10,CDKN1A,0.905
EDN3,GHSR,0.905
AR,NR1H2,0.905
SLC11A2,ARNT,0.905
ASAH2,PPAP2B,0.905
SSTR2,ADCY3,0.905
SSTR3,ADCY3,0.905
AGT,ADCY3,0.905
PKM,ADCY3,0.905
IFNB1,IFNA5,0.905
ME1,ACOX1,0.905
COL4A1,THBS1,0.905
AREG,EREG,0.905
BID,CASP3,0.905
PTK2,ARPC2,0.905
GRK5,KNG1,0.905
BCL2,EGR1,0.905
EDN1,LTB4R,0.905
CTNNB1,FLT1,0.905
RGS14,CXCL12,0.905
ARNT,ABCB1,0.905
CSAD,GGT1,0.905
CNR1,ADCY3,0.905
JAK2,IL12A,0.905
PRKCD,IFNGR2,0.905
FASLG,TNFRSF10B,0.905
ABL1,ARPC2,0.905
IL8,PDYN,0.905
CCL20,FPR2,0.905
ARNT,APEX1,0.905
F5,EGF,0.905
ARNT,HDAC7,0.905
AGT,CCL5,0.905
CXCL1,AGT,0.905
PRKCB,IL2,0.905
CASP3,APC,0.905
NOS2,NOS3,0.905
SPIB,PRDM1,0.905
C9,C5,0.905
EDN1,COPS5,0.905
PRKACB,AGT,0.905
MC1R,GNAS,0.905
CXCL1,CNR1,0.905
MLN,EDNRB,0.905
CYP3A4,ALDH1A2,0.905
SCD,FASN,0.905
GABRG3,GABRA1,0.905
IL23R,IFNG,0.905
IRF2,ACTB,0.905
CXCR5,SST,0.905
RELA,KLF5,0.905
IRS1,PDGFRB,0.905
CYP17A1,STS,0.905
NR1H3,ME1,0.905
PRKCA,ERBB4,0.905
PRKACB,BCL2L1,0.905
OPRM1,CXCL12,0.905
CCL5,ANXA1,0.905
GRK5,ADRA1A,0.904
GRK5,GHSR,0.904
CCR6,CCR4,0.904
SRC,LAMB1,0.904
CXCL12,PDYN,0.904
NOS1,NOS3,0.904
AGT,CCR5,0.904
CTNNB1,HSPB1,0.904
AGT,ANXA1,0.904
F2R,CHRM3,0.904
PRKCD,PRKCE,0.904
SREBF2,HNF4A,0.904
RORC,MED1,0.904
MAML2,HEY1,0.904
SOCS1,IFNGR2,0.904
GADD45A,AKT1,0.904
GRK5,GPR65,0.904
PTGS2,NOS2,0.904
IRF2,ARID1A,0.904
MMP9,NOTCH2,0.904
FECH,ARNT,0.904
ENO3,TALDO1,0.904
SMAD4,IL5,0.904
IL12RB1,FASLG,0.904
PLAU,PIK3CA,0.904
F2,FOS,0.904
CDKN1A,PSMA4,0.904
SERPINH1,SIRT1,0.904
SEL1L,SPATA5,0.904
FPR2,CXCR5,0.904
ADCY3,NME1,0.904
PRDX6,UROD,0.904
BCL2L1,FGF2,0.904
EDN1,PIK3CA,0.904
GDNF,PRKCA,0.904
F2RL1,AGTR1,0.904
PRKCA,ACTB,0.904
TGFBR2,XIAP,0.904
PRSS1,MMP8,0.904
GSTP1,SOD1,0.904
SSTR2,IL8,0.904
JAK2,EGFR,0.904
IL27,IL2,0.904
IL17A,CTLA4,0.904
HSD17B4,ACACA,0.904
BCAR1,PRKCE,0.904
PARP1,NFKB1,0.904
PARK7,AKT1,0.904
ADAM17,EGF,0.904
IL23R,CCL2,0.904
TRIO,CHN2,0.904
FASN,ACLY,0.904
CYP2C9,CYP2E1,0.904
IGF1,LIF,0.904
EDNRB,F2RL3,0.903
NPPA,FGA,0.903
CTGF,CDH1,0.903
NOTCH2,DTX4,0.903
MC1R,PTGIR,0.903
IGF2,SERPINA1,0.903
BRCA2,SNAI2,0.903
PPP3CB,CYCS,0.903
ITGAM,CYR61,0.903
GPR65,CHRM3,0.903
LEP,IGFBP2,0.903
IL10,MMP2,0.903
TFF3,ARNT,0.903
PPARG,PPARA,0.903
VEGFA,IL1B,0.903
EDN1,TRIO,0.903
HIF1A,BIRC5,0.903
TYK2,IFNA5,0.903
PPARG,IL1B,0.903
TAC1,SST,0.903
BRCA1,ABL1,0.903
CYP1A2,STS,0.903
PTHLH,ADORA2A,0.903
SRC,HSPB1,0.903
SERPINA1,IL6,0.903
EDNRB,TRIO,0.903
IL6,CDKN1A,0.903
GPBAR1,ADORA2A,0.903
COPS5,MMP1,0.903
MAPK14,MAPK13,0.903
GDNF,FOS,0.903
SSTR3,CCR5,0.903
AREG,ESR1,0.903
CCR4,ANXA1,0.903
ADRA1A,CHRM3,0.903
NR1I2,SULT2A1,0.903
NPPA,IAPP,0.903
CNR1,FOS,0.903
ERBB4,PRKCB,0.903
ARNT,NT5E,0.903
GCG,CHRM3,0.903
PDGFRB,INS,0.903
SMAD4,APC,0.903
CEL,PNPLA3,0.903
CCR6,CXCR1,0.903
RGS14,CXCR5,0.903
F5,VEGFB,0.903
CCR4,SST,0.903
SST,ANXA1,0.903
MAML2,CCND1,0.903
AGTR1,INS,0.903
EDNRB,F2RL1,0.903
GRK5,FPR2,0.903
CNR1,CCR6,0.903
IL12RB2,CCL3,0.903
SNCA,BAX,0.903
SPP1,TGFB1,0.903
CCR1,CCR2,0.903
JAG2,JAG1,0.903
FOS,GHSR,0.903
GNAS,PRKCB,0.903
RAC1,VCAM1,0.903
NOS3,TGFB1,0.903
ADRA1A,GNA12,0.903
EDN1,FPR2,0.903
ERBB4,TGFA,0.903
CD40,RAG2,0.903
PRF1,CD3D,0.903
PRKCA,ADAM17,0.903
HLA-DRB1,CTSD,0.903
MET,INS,0.903
CCR1,CCR5,0.903
SERPINA1,VEGFB,0.903
FPR2,TAC1,0.903
CD40,CFLAR,0.903
IL2RA,CD3D,0.903
STAT3,IL1B,0.903
BMP7,CDH1,0.903
MC1R,PTHLH,0.903
MAFG,MMP1,0.903
PTHLH,PTGIR,0.903
ALB,LGALS3,0.903
ADAM17,PRKCB,0.903
CCR5,IL12B,0.903
ADRA1A,AVP,0.903
OPRM1,CCR5,0.903
TRIO,AGTR1,0.903
CXCL12,SSTR1,0.903
BCL2L1,EPO,0.903
ADRA1A,EDNRB,0.903
HLA-DRB1,CD3D,0.903
ALB,CAT,0.903
FASLG,IL12B,0.902
BCL2L1,KRAS,0.902
CCR6,CXCR2,0.902
ETS1,JUND,0.902
GPR65,KNG1,0.902
MLN,AGTR1,0.902
IGF1,KIT,0.902
LEP,IL1B,0.902
FGA,THBS1,0.902
E2F1,ELF1,0.902
PPARD,PPARA,0.902
CNR2,CCR6,0.902
CNR1,CCR4,0.902
AGTR1,GHSR,0.902
IL8,C5,0.902
GCG,APOB,0.902
RGS14,C5,0.902
IL10,CCR5,0.902
CCK,F2RL3,0.902
NR1H3,NR1H2,0.902
LTB4R,AGTR1,0.902
IRF2,IFNA5,0.902
IRF2,HLA-DRB1,0.902
FGF13,THBS1,0.902
TYK2,CCL3,0.902
TRIO,GHSR,0.902
ADRA1A,TRIO,0.902
MYO9B,TRIO,0.902
NPPA,APOA1,0.902
CSF2,ELF1,0.902
CEBPB,INS,0.902
ARNT,ADORA2A,0.902
PPARD,PPARG,0.902
IL23R,IL12B,0.902
MMP9,HRAS,0.902
CCR4,CCR5,0.902
GCG,ANXA1,0.902
AVP,ADCY3,0.902
CCL5,POMC,0.902
CNR1,CCL5,0.902
IKBKG,NFKB1,0.902
TRIO,LTB4R,0.902
AKT1,HGF,0.902
TSPO,INS,0.902
CCR1,ANXA1,0.902
FOS,IL12A,0.902
TRIO,GPR65,0.902
FGF21,SIRT1,0.902
CNR1,CXCR2,0.902
AGT,PIK3CA,0.902
HNF4A,SNAI1,0.902
GPC3,APOB,0.902
PLA2G4A,CYP2C9,0.902
MBTPS1,AKT1,0.902
NOTCH1,IGF1R,0.902
HLA-C,VCAM1,0.902
MAPK8,IL18RAP,0.902
FASLG,TYK2,0.902
IFNB1,ACTB,0.902
MTOR,FASN,0.902
ALOX5,PTGS2,0.902
PRKCB,KEAP1,0.902
MMP1,MMP8,0.902
MLN,CHRM3,0.902
PIK3CA,ANXA1,0.902
IL12RB1,CCL3,0.902
GCG,GRK5,0.902
BCAR1,PRKCD,0.902
ICAM1,MT2A,0.902
TFF3,GHR,0.902
MYC,WT1,0.902
IL7R,IL2,0.902
OPRM1,RGS14,0.902
EGR1,TGFB1,0.902
GPBAR1,ADCY3,0.902
CCR4,CCR2,0.902
AGTR1,ANXA1,0.902
EDN1,BCL2,0.902
GCG,GPR65,0.902
ADRA1A,PIK3CA,0.902
PRKACB,FN1,0.902
ASMT,CYP1A1,0.902
MYC,PRDM1,0.902
CCR4,CCR1,0.902
GNAS,IAPP,0.902
ARNT,MMP14,0.902
JAK2,MPO,0.902
CNR2,CXCR2,0.902
CCL5,ADCY3,0.902
SPP1,TIMP1,0.902
GDNF,PIK3CA,0.902
AGT,CCR6,0.902
ADRA1A,EDN1,0.902
HSD3B2,STS,0.902
CXCL1,ADCY3,0.902
PIK3CA,EFNB2,0.902
IFNA1,TGFB1,0.902
LAMA1,GPC1,0.902
CNR1,SSTR1,0.902
GCG,LTB4R,0.902
FPR2,POMC,0.902
KNG1,PIK3CA,0.902
CTNNB1,WNT3,0.902
JAK2,NR0B2,0.901
CTNNB1,GNA12,0.901
LTB4R,CHRM3,0.901
F2RL3,GHSR,0.901
CCK,GPR65,0.901
XIAP,BCL2,0.901
MAPK14,CCND1,0.901
CXCL2,ADCY3,0.901
MC1R,ADM,0.901
CCR1,PDYN,0.901
CYP17A1,CYP7B1,0.901
GNG7,GNG8,0.901
CAMK2A,JAK2,0.901
IL8,SSTR1,0.901
CXCL12,C5,0.901
SSTR1,ANXA1,0.901
CXCL2,CCR4,0.901
RAC1,LAMB1,0.901
PARVB,ITGB6,0.901
RELA,ARID1A,0.901
CCR1,POMC,0.901
TRIO,ARHGAP31,0.901
FPR2,F2RL3,0.901
FPR2,CCR6,0.901
CD79B,PTEN,0.901
PARP1,SMAD2,0.901
ME1,PPARA,0.901
CNR1,FPR2,0.901
CHRM3,GHSR,0.901
CCL20,ANXA1,0.901
EDNRB,GHSR,0.901
AGT,CXCR2,0.901
FOS,PPARG,0.901
OPRM1,SSTR1,0.901
IGF2,F5,0.901
OPRM1,CCR2,0.901
KIT,FGF7,0.901
AVP,LTB4R,0.901
PPP3CA,PPP3CB,0.901
ARNT,ID2,0.901
BCL2,BIRC5,0.901
CXCL12,FGF13,0.901
PRKACB,CFTR,0.901
SOCS1,IL12RB2,0.901
ITGAM,FGA,0.901
CXCL2,CXCL1,0.901
ADRA1A,EDN3,0.901
XIAP,BCL2L1,0.901
PTK2,LAMB1,0.901
PRKACB,PTK2,0.901
CYP7A1,FDFT1,0.901
IL23R,NFKBIA,0.901
ACTB,ARID1A,0.901
RGS14,AGT,0.901
MTOR,PRKCB,0.901
MED1,TGFB1,0.901
EDN1,GPR65,0.901
FPR2,SST,0.901
HRAS,KRAS,0.901
PSMB10,CCND1,0.901
NR0B2,NFKBIA,0.901
HLA-C,EGR1,0.901
PSMB10,CDKN1B,0.901
CXCR2,ANXA1,0.901
CD86,PRF1,0.901
FN1,EGF,0.901
PPAP2B,PNPLA3,0.901
GABRG2,GABRG3,0.901
CXCL2,CCR6,0.901
CCK,CHRM3,0.901
